time,i_value,j_value,latitude,longitude,u_west_to_east_wind,v_south_to_north_wind,temprature,relative_humidity,vertical_velocity,pressure,water_vapour,turbulent_kinatic_energy,precipitation_rate,sensible_heat_flux,latent_heat_flux,tracer_concentration
14.5,58,46,33.259,-81.634,-5.10864,1.0393,18.87891,76.15146,14.10295,1009.33002,10.46639,1.96025,328.50797,-0.53902,0.0,0
17.9,58,26,33.239,-81.634,-3.03878,3.58614,23.27961,46.55897,47.89505,1009.31873,8.4417,3.15662,418.2399,86.10997,0.0,0
17.5,10,56,33.269,-81.682,-5.19774,-1.52243,22.08535,56.47566,-39.76566,1010.23663,9.49441,1.27066,706.95282,66.48741,0.0,0
12.2,4,14,33.227,-81.688,-4.67016,2.54048,17.28285,86.16321,-9.16745,1009.37775,10.68943,1.51812,43.89687,40.12313,0.0,0
17.7,39,37,33.25,-81.653,-4.9258,-1.03906,22.71711,54.38949,131.35861,1008.04346,9.53448,1.68626,404.28082,-11.08891,4.23e-09,1
15.7,16,16,33.229,-81.676,-5.78641,2.81452,20.60441,64.64861,-32.98172,1010.6405,9.90073,1.92954,171.9091,68.43824,0.0,0
15.5,30,53,33.266,-81.662,-5.35623,1.07559,19.74735,72.22105,-50.92535,1010.73871,10.47533,1.17656,180.4001,-6.06767,0.0,0
15.6,38,37,33.25,-81.654,-4.7233,1.76202,20.12034,70.10561,-29.63135,1009.33264,10.42642,1.12375,263.94568,0.96602,4.12e-09,1
15.3,76,61,33.274,-81.616,-4.81718,0.94303,19.15307,76.21397,-21.75161,1010.05951,10.65183,1.56464,217.50824,-2.41943,0.0,0
13.0,62,14,33.227,-81.63,-4.09531,1.34925,17.96727,81.02066,6.51768,1010.99127,10.4869,1.62149,165.76222,2.55847,0.0,0
17.0,64,30,33.243,-81.628,-4.43159,1.90489,22.02656,57.65673,4.43123,1008.37311,9.67768,2.38378,675.47729,15.35502,0.0,0
14.7,10,57,33.27,-81.682,-5.46197,1.28268,19.60366,71.26817,66.66894,1011.38904,10.23657,2.11638,291.58456,-13.5638,0.0,0
14.2,32,39,33.252,-81.66,-4.94394,2.87678,18.7231,76.03566,-7.04967,1009.56848,10.34457,1.16793,239.18427,1.04066,8.86e-10,1
12.4,20,45,33.258,-81.672,-5.36875,1.76936,17.29067,85.66714,30.87527,1009.38513,10.63321,0.63516,36.65414,2.57199,9.5e-10,1
16.1,55,32,33.245,-81.637,-3.22804,0.50418,20.95442,65.71875,53.17746,1009.10992,10.30512,1.78192,270.18378,0.92734,0.0,0
14.5,17,42,33.255,-81.675,-7.67972,2.08943,18.79821,73.92734,-85.48357,1010.20697,10.09962,0.5203,288.56979,21.93967,3e-10,1
15.2,27,32,33.245,-81.665,-7.19227,0.85492,19.71839,70.03611,38.6053,1009.94189,10.14787,1.31756,334.70908,31.47354,0.0,0
14.4,7,42,33.255,-81.685,-6.53509,2.65636,19.00959,73.13493,-63.36656,1011.54834,10.11327,0.83443,333.93497,12.73368,4.49e-11,1
12.3,27,42,33.255,-81.665,-5.71479,2.16399,17.21429,86.16624,-2.95567,1008.98651,10.64682,0.71042,29.96339,3.08694,2.53e-09,1
17.8,56,39,33.252,-81.636,-6.22476,-0.45992,22.52683,54.56857,29.24401,1007.66516,9.45681,2.20138,503.15997,1.84121,0.0,0
16.2,35,36,33.249,-81.657,-5.36777,0.74185,20.86201,65.24627,81.77728,1008.69934,10.17578,1.1922,287.98276,-12.00979,1.81e-09,1
16.8,33,36,33.249,-81.659,-6.23213,2.21463,21.29669,59.12182,-50.77316,1008.20978,9.48145,1.30323,352.04199,4.02475,1.55e-09,1
12.0,14,8,33.221,-81.678,-5.95552,2.69798,17.16516,86.9548,27.18189,1008.53717,10.71518,0.57977,-0.32857,44.36202,0.0,0
15.8,19,60,33.273,-81.673,-5.02109,0.37462,20.23261,69.9036,75.57147,1012.06042,10.44173,1.42596,269.47485,-4.13786,0.0,0
12.0,62,30,33.243,-81.63,-5.51449,1.75251,16.91804,88.42617,-18.88018,1007.32214,10.73708,1.52928,52.84467,3.33295,0.0,0
12.1,5,65,33.278,-81.687,-4.61796,1.70794,17.10954,87.9358,-59.35222,1008.28729,10.79985,1.29052,81.28977,-6.09718,0.0,0
14.2,11,47,33.26,-81.681,-5.77525,1.40497,19.25972,73.30692,121.31977,1011.88361,10.29618,1.41148,327.61536,10.58907,1.78e-10,1
14.1,15,51,33.264,-81.677,-6.97321,2.71172,18.85538,74.58071,-25.49048,1012.83179,10.19903,1.47446,337.84515,17.22501,3.5e-12,1
14.0,14,43,33.256,-81.678,-6.17207,3.72002,18.55779,76.22936,-101.28976,1010.5907,10.25135,1.03249,236.16692,9.21546,3.32e-10,1
17.2,50,66,33.279,-81.642,-5.06833,-1.41817,21.02448,65.36448,-10.01955,1007.99396,10.30659,1.3297,262.71478,4.06643,0.0,0
14.7,12,49,33.262,-81.68,-7.24933,0.72353,19.39893,72.5332,52.73866,1012.48724,10.27209,1.21151,356.34967,-31.73868,2.01e-12,1
16.0,66,30,33.243,-81.626,-3.83896,0.74104,20.6081,67.49535,26.22138,1008.98877,10.35621,1.65959,257.72073,-2.19574,0.0,0
13.3,15,42,33.255,-81.677,-5.26839,1.91584,18.03137,80.41232,3.55284,1009.95691,10.46194,0.9755,119.07123,3.51132,0.0,0
14.5,19,39,33.252,-81.673,-8.10377,2.23114,18.73257,75.41914,-42.77417,1009.59589,10.26647,0.7617,309.84567,6.67445,3.87e-11,1
14.0,33,21,33.234,-81.659,-4.41783,3.40824,18.83159,75.4343,51.10091,1009.93982,10.32994,2.36131,317.62186,6.06442,0.0,0
12.2,13,45,33.258,-81.679,-5.74006,2.24706,17.18647,86.95357,-27.78938,1008.96252,10.72514,0.69601,25.97732,0.20241,1.42e-10,1
15.4,38,12,33.225,-81.654,-5.56645,1.27775,20.24008,67.06501,47.34293,1009.84247,10.04515,2.48855,236.8118,8.93147,0.0,0
15.4,20,43,33.256,-81.672,-4.78208,2.67012,19.91206,69.17541,-51.32375,1010.36548,10.14285,0.68065,244.45618,22.4762,3.02e-12,1
17.5,22,52,33.265,-81.67,-5.33521,-2.48846,22.34551,56.94704,55.79609,1009.74738,9.7375,1.21222,415.09647,-27.88386,0.0,0
13.9,7,46,33.259,-81.685,-5.60618,1.68015,19.05487,74.76046,60.0077,1012.26056,10.36037,1.96461,299.28329,3.24559,1.34e-12,1
17.7,29,41,33.254,-81.663,-5.19951,-0.39417,22.55387,54.9726,83.69965,1008.76385,9.53218,1.38299,361.54031,-11.63876,4.62e-11,1
17.5,10,48,33.261,-81.682,-4.28479,-0.14623,22.4643,54.44001,34.99515,1010.96051,9.36642,1.49379,541.50061,-43.71694,6.66e-12,1
14.7,14,45,33.258,-81.678,-5.60344,1.85485,19.52627,72.36682,34.84074,1010.95221,10.34746,1.12201,209.68909,-15.00692,2.64e-11,1
13.4,18,44,33.257,-81.674,-6.29814,1.7588,18.0563,80.01456,22.87679,1010.26434,10.42362,1.03001,143.91365,4.89025,2.52e-10,1
17.6,32,27,33.24,-81.66,-4.69466,3.22477,22.62841,48.67741,-115.25604,1008.40131,8.48303,1.47594,307.57324,8.26112,0.0,0
14.3,10,47,33.26,-81.682,-5.69873,1.674,19.24814,73.135,97.79111,1012.0899,10.26254,1.31512,283.11966,-0.94961,1.29e-10,1
14.3,17,46,33.259,-81.675,-6.92782,1.39802,18.89152,75.46207,33.17755,1010.99347,10.36235,0.89477,259.96014,-6.15732,3.38e-11,1
13.0,37,47,33.26,-81.655,-5.68098,1.97043,17.53956,83.58646,-11.22161,1009.37634,10.54272,1.1507,101.57,0.41628,0.0,0
15.2,11,46,33.259,-81.681,-5.98649,0.53981,20.04976,70.18389,83.11615,1011.46155,10.3689,1.07465,298.11444,-20.27965,3.88e-11,1
16.0,14,44,33.257,-81.678,-6.44469,2.89285,20.3381,64.74665,-84.46951,1010.31256,9.75371,0.51184,278.46909,82.45491,2.36e-11,1
13.7,38,41,33.254,-81.654,-5.34848,2.11146,18.38001,78.19147,-15.90601,1009.94385,10.40301,1.12446,168.21538,1.82274,0.0,0
13.6,14,51,33.264,-81.678,-4.04992,1.69639,18.66063,77.15636,20.48237,1012.58752,10.42332,1.4505,238.96863,-1.73962,1.79e-12,1
15.5,35,39,33.252,-81.657,-4.26338,0.68297,20.08599,70.60229,8.66664,1009.77899,10.47293,1.13895,218.01241,-2.32614,1.16e-10,1
13.1,18,46,33.259,-81.674,-5.72602,1.97076,17.76382,82.25568,-9.61816,1010.58551,10.51276,0.93757,105.73746,3.86295,3.5e-12,1
16.6,14,38,33.251,-81.678,-5.99268,0.60084,21.2036,60.31415,-44.29092,1009.36914,9.60468,0.88208,211.6189,-13.70912,1.85e-10,1
14.1,8,47,33.26,-81.684,-5.85446,1.28222,19.1339,74.22368,58.07613,1012.42572,10.33632,1.70861,187.37347,-4.25438,1.17e-10,1
16.1,9,43,33.256,-81.683,-5.78846,1.23375,20.62949,65.52167,-54.06861,1010.42639,10.05246,1.24119,330.97073,-41.30061,4.22e-11,1
15.5,33,39,33.252,-81.659,-4.02742,-0.24461,20.11684,70.50311,33.99447,1009.49432,10.48175,1.12208,229.57651,-3.12499,3e-10,1
17.3,28,41,33.254,-81.664,-3.56069,1.27895,22.29812,55.39326,96.5086,1009.03101,9.45068,1.41366,310.81116,-34.03225,6.11e-11,1
14.1,17,27,33.24,-81.675,-5.66188,5.40303,18.78215,72.41711,-77.66083,1011.28009,9.87239,0.28672,176.52222,18.31142,0.0,0
16.0,7,46,33.259,-81.685,-4.97141,0.19481,21.02941,65.58471,38.47389,1011.7981,10.30351,1.51036,241.60654,-14.74243,1.73e-11,1
17.8,33,39,33.252,-81.659,-3.87516,2.4133,22.82587,51.98512,85.73578,1008.09814,9.17491,1.35094,386.23389,41.05551,3.22e-12,1
12.3,18,34,33.247,-81.674,-5.51994,2.26006,17.30068,85.60015,-3.37487,1008.14636,10.64505,0.95392,24.34673,2.5643,0.0,0
16.2,66,36,33.249,-81.626,-3.43887,0.59351,20.69959,67.32967,25.93148,1008.71967,10.39321,1.46742,294.19986,0.15056,0.0,0
15.7,10,44,33.257,-81.682,-4.22798,2.09876,20.37856,67.84612,-72.98546,1010.74011,10.24211,0.98834,255.33835,-26.79849,5.63e-11,1
17.5,19,51,33.264,-81.673,-5.07141,-1.41541,22.27883,57.11151,-14.64896,1011.17169,9.71075,1.22035,442.07349,-76.48082,1.34e-12,1
13.2,43,16,33.229,-81.649,-5.08216,2.39793,18.06023,79.72019,-0.55146,1008.91528,10.4021,1.79566,226.46298,6.31426,0.0,0
16.6,18,38,33.251,-81.674,-7.32068,1.57874,21.09156,61.12543,59.97596,1008.6214,9.67281,1.24589,264.51932,-11.63947,1.17e-10,1
17.6,48,10,33.223,-81.644,-5.1087,1.67796,22.8121,48.5087,12.8674,1009.79498,8.53953,2.07739,424.983,80.45505,0.0,0
16.0,32,35,33.248,-81.66,-5.11835,0.84963,20.52369,66.37695,-65.98904,1008.82001,10.13236,1.03699,233.24527,0.48682,3.22e-12,1
15.0,44,55,33.268,-81.648,-6.12198,0.54629,19.35181,73.70232,-5.14671,1011.44073,10.4174,1.96858,189.10527,0.91469,0.0,0
16.5,17,37,33.25,-81.675,-7.1994,0.17663,21.07892,61.42133,54.92701,1008.89172,9.70939,1.14563,263.68674,-16.2058,1.12e-10,1
17.9,13,52,33.265,-81.679,-6.7172,-0.06614,22.64353,53.02829,-43.79648,1011.16937,9.22412,1.25681,546.3728,62.45483,1.34e-12,1
17.9,21,45,33.258,-81.671,-5.32674,-0.21527,22.41737,54.16768,-129.00169,1009.63885,9.30505,0.88753,435.28574,6.1537,1.69e-11,1
17.3,29,42,33.255,-81.663,-3.78187,2.58343,22.18741,55.34103,-75.69858,1009.47485,9.37249,1.37466,349.89163,-8.88186,2.31e-10,1
17.2,33,23,33.236,-81.659,-6.36903,2.34063,22.36445,52.17203,75.27793,1008.66125,8.94155,3.24872,529.84601,45.51019,0.0,0
16.4,65,27,33.24,-81.627,-5.70424,2.18044,20.75905,65.03766,-69.08149,1009.47742,10.0696,1.69154,345.97308,2.11726,0.0,0
12.7,18,45,33.258,-81.674,-4.5913,1.70957,17.47953,84.33206,0.41849,1009.70758,10.59219,0.70497,57.3322,1.69763,1.02e-09,1
12.5,22,43,33.256,-81.67,-6.13359,2.40473,17.32042,85.21674,9.72229,1009.20496,10.59954,0.85482,52.31397,3.61902,1.58e-09,1
17.3,27,41,33.254,-81.665,-3.36795,1.60015,22.09122,56.02726,11.78832,1009.06165,9.43534,1.23038,302.42795,-38.67068,2.15e-11,1
16.8,58,6,33.219,-81.634,-5.13432,1.70122,21.80594,56.86157,-23.28718,1010.42743,9.39356,1.94937,408.20959,-15.19473,0.0,0
14.9,22,14,33.227,-81.67,-3.63061,1.78075,19.90297,69.51646,85.35066,1010.54797,10.18494,1.96603,111.4441,38.75319,0.0,0
16.9,16,36,33.249,-81.676,-6.46498,0.97945,21.32873,56.43274,-32.0705,1008.90851,9.06168,0.47372,253.96306,47.11142,0.0,0
14.3,52,61,33.274,-81.64,-4.94421,2.30402,18.77277,75.33799,-25.23806,1010.48364,10.27273,1.28517,232.60233,4.19283,0.0,0
16.4,50,61,33.274,-81.642,-3.32471,-0.08456,20.88418,67.17494,63.44753,1010.05627,10.47674,1.29696,242.08937,3.93752,0.0,0
17.2,9,45,33.258,-81.683,-4.68762,1.53694,22.11802,53.3291,58.1305,1009.99146,8.98794,1.22935,302.88153,44.36199,2.02e-11,1
17.6,37,41,33.254,-81.655,-6.38308,-0.81829,22.03451,57.02133,36.49529,1008.79333,9.57163,0.96381,491.00604,-2.69832,0.0,0
12.1,15,65,33.278,-81.677,-4.85236,1.79954,17.09913,87.31444,29.14801,1008.00299,10.71952,1.38806,70.42439,1.72515,0.0,0
14.2,14,44,33.257,-81.678,-7.1452,1.88761,18.87158,75.07056,37.82617,1010.80981,10.29737,1.47418,234.68858,1.80163,9.95e-11,1
13.8,27,52,33.265,-81.665,-4.26141,2.0108,18.65047,77.00906,22.97822,1010.95691,10.41385,1.01343,167.59244,1.3583,0.0,0
16.5,35,36,33.249,-81.657,-4.4259,0.28353,21.18484,62.67369,93.23059,1008.45319,9.97788,1.36696,229.63412,-7.05285,4.03e-10,1
16.7,26,56,33.269,-81.666,-6.26609,-0.80776,20.98725,65.36339,9.1722,1010.74622,10.25336,1.16016,413.73022,-4.58113,0.0,0
18.0,11,50,33.263,-81.681,-5.14047,-0.97141,23.10532,52.63182,33.57099,1011.10419,9.42288,2.20689,626.57208,-1.64954,7.51e-12,1
14.0,39,64,33.277,-81.653,-6.30511,2.89596,18.55087,76.73274,-68.90688,1011.71008,10.30271,1.09378,188.65277,0.7609,0.0,0
13.9,76,46,33.259,-81.616,-4.95903,1.80541,18.20015,79.03316,-4.96188,1009.24255,10.40195,2.14973,272.84506,-2.56799,0.0,0
15.1,23,46,33.259,-81.669,-7.02194,0.73647,19.60551,71.50686,18.32117,1011.92627,10.26648,0.88807,294.35056,22.17652,0.0,0
17.7,55,67,33.28,-81.637,-5.57471,-0.66486,21.31555,61.19046,-83.78986,1007.87152,9.82797,1.10607,346.47531,17.10481,0.0,0
13.2,8,48,33.261,-81.684,-5.63869,1.45557,18.05178,80.77675,-0.84278,1012.22473,10.49902,1.20667,212.12614,8.89464,2.01e-10,1
17.0,59,15,33.228,-81.633,-3.98988,0.96355,22.44036,55.00313,-16.5993,1011.49103,9.44415,1.87506,195.48044,-15.95286,0.0,0
16.7,12,36,33.249,-81.68,-6.16979,0.02495,21.34863,59.30659,55.40477,1009.77643,9.52683,0.9635,292.78934,39.58904,2.3e-12,1
17.4,6,13,33.226,-81.686,-6.72635,2.9332,22.2178,52.57456,81.743,1009.60522,8.92042,2.19044,350.80176,116.55894,0.0,0
17.6,10,55,33.268,-81.682,-5.92889,-1.1025,22.24706,55.84253,-19.18592,1010.65613,9.48065,1.55896,695.17096,61.17994,2.68e-12,1
17.3,19,44,33.257,-81.673,-5.55001,2.95131,21.87351,54.94786,-57.14697,1009.29266,9.12649,1.30731,358.03711,-2.9296,1.52e-11,1
15.9,54,59,33.272,-81.638,-3.18423,0.60813,20.37547,69.66944,55.87228,1010.56445,10.51718,1.47898,143.403,2.90963,0.0,0
13.4,45,21,33.234,-81.647,-4.96011,1.47948,18.15071,79.65892,-8.23803,1008.9118,10.45459,1.54403,267.84949,-1.25617,0.0,0
13.0,17,44,33.257,-81.675,-6.1443,1.98693,17.65627,83.10447,2.02427,1009.8775,10.55562,0.9481,103.72689,1.86296,3.78e-10,1
15.4,15,47,33.26,-81.677,-6.04589,0.30721,19.95211,70.97989,68.32867,1011.05359,10.42653,0.88245,211.94238,-2.43633,3.02e-12,1
17.6,36,68,33.281,-81.656,-6.91644,-0.72352,21.41659,61.36252,-17.19777,1008.66565,9.91036,0.8066,390.98016,3.20637,0.0,0
16.2,15,42,33.255,-81.677,-5.80901,2.47078,20.73869,60.00803,-92.3923,1009.71692,9.277,0.46908,227.59171,57.01323,4.6e-12,1
12.2,74,48,33.261,-81.618,-5.40704,1.90102,16.65184,90.17031,-14.01675,1007.29297,10.76227,2.66942,96.58366,-7.02926,0.0,0
13.0,32,43,33.256,-81.66,-5.73344,2.02829,17.65453,82.91249,-3.78671,1010.33447,10.52518,1.06871,97.99777,3.88381,0.0,0
13.7,15,5,33.218,-81.677,-5.24727,3.14071,18.43057,78.17519,-10.89949,1011.51953,10.41803,1.26288,143.479,62.32228,0.0,0
17.6,21,60,33.273,-81.671,-5.07795,-2.36648,22.15265,59.71492,66.05444,1011.22034,10.07305,1.25763,394.51285,-120.35026,0.0,0
12.8,10,46,33.259,-81.682,-4.78567,1.69589,17.67661,83.20197,-1.12043,1010.69604,10.57304,0.85074,157.79057,4.45232,2.51e-11,1
15.1,14,44,33.257,-81.678,-4.82641,1.32334,20.03842,70.14641,42.50112,1010.77252,10.36341,1.0616,164.08055,-14.21027,7.74e-11,1
15.1,13,39,33.252,-81.679,-6.70669,1.34306,19.66924,69.5637,1.26668,1010.48102,10.04262,0.70933,226.70831,4.31479,6.7e-12,1
16.3,68,40,33.253,-81.624,-4.42522,1.33924,20.40711,67.72585,-65.02115,1008.63184,10.26421,1.3192,250.51994,5.18577,0.0,0
14.4,43,25,33.238,-81.649,-4.94421,0.25179,19.04585,74.89647,-12.11308,1009.28375,10.40465,1.61829,330.7608,-2.75097,0.0,0
13.8,50,7,33.22,-81.642,-4.76416,1.61932,18.87597,75.87212,15.83108,1012.56329,10.39209,2.05969,317.56119,-0.8866,0.0,0
13.6,19,41,33.254,-81.673,-5.52927,1.92354,18.23708,79.07098,-13.27918,1009.83813,10.4253,1.09177,165.08035,2.15772,1.1e-11,1
16.9,32,65,33.278,-81.66,-6.086,-0.59284,20.91846,66.00559,-1.61328,1009.74231,10.32007,1.02707,246.84015,7.3112,0.0,0
16.7,20,22,33.235,-81.672,-5.40322,1.818,21.56951,57.46839,-52.33216,1010.95258,9.34885,1.58186,362.65283,-19.65949,0.0,0
17.1,52,55,33.268,-81.64,-6.45152,0.0715,21.09839,63.78595,-75.27708,1009.69806,10.08682,0.72207,541.41565,-29.16131,0.0,0
12.0,65,23,33.236,-81.627,-5.68112,0.99199,17.10959,87.4229,-1.46614,1008.64355,10.73307,1.66684,41.36448,0.67755,0.0,0
14.4,25,40,33.253,-81.667,-6.56692,1.5753,19.04307,74.58434,5.81442,1010.03589,10.35153,1.26017,238.6353,-2.36158,7.9e-10,1
17.8,35,35,33.248,-81.657,-4.56964,2.36448,22.42284,52.81758,-86.71851,1007.69647,9.09399,0.90052,339.07315,-5.9225,0.0,0
15.1,8,59,33.272,-81.684,-5.54308,3.9462,19.67241,69.5102,36.48413,1010.64734,10.03505,1.88904,310.45148,37.9487,2.01e-12,1
16.2,39,36,33.249,-81.653,-5.46944,0.95501,20.83246,65.77162,77.97631,1008.83179,10.23719,1.18813,299.56241,-2.03973,7.18e-10,1
17.9,57,39,33.252,-81.635,-5.79135,-0.2192,22.47143,54.89167,-32.90938,1007.61542,9.48062,1.85185,307.31476,-2.65598,0.0,0
12.1,77,67,33.28,-81.615,-5.22448,1.89064,16.75369,89.12537,5.48886,1008.25378,10.69753,2.916,72.48381,14.1939,0.0,0
17.4,66,25,33.238,-81.626,-6.92312,0.90514,22.18927,54.81861,-22.22004,1009.26178,9.28706,1.68161,498.63226,14.39767,0.0,0
14.5,19,44,33.257,-81.673,-6.13249,3.50181,18.92135,73.93266,-69.3647,1010.60583,10.1758,0.73679,287.41034,13.96629,2.68e-12,1
17.4,12,53,33.266,-81.68,-5.01057,1.18231,22.26516,56.62427,19.48362,1011.41144,9.61695,1.68263,536.43512,-4.92917,1.59e-11,1
14.0,17,45,33.258,-81.675,-4.86644,2.17773,18.8683,75.3198,47.28735,1010.76013,10.33007,1.08472,181.87277,1.79061,2.45e-10,1
14.0,14,42,33.255,-81.678,-6.82924,3.41576,18.57771,76.30764,-44.1997,1010.44623,10.27641,1.01828,230.86003,7.99621,5.88e-11,1
17.2,15,44,33.257,-81.677,-3.56626,1.92589,21.96776,54.75289,-11.29346,1009.37445,9.14661,0.98446,258.22256,17.3079,6.38e-11,1
17.0,38,65,33.278,-81.654,-5.62362,-2.01726,20.96062,65.76822,15.76317,1010.14465,10.30612,1.20501,334.83734,3.53879,0.0,0
15.2,11,30,33.243,-81.681,-4.9018,3.49102,20.16101,63.5966,16.62739,1010.95087,9.46737,0.87819,191.4481,11.12306,0.0,0
17.2,8,46,33.259,-81.684,-4.1066,1.91473,22.19652,53.44569,32.07795,1010.68652,9.04671,0.99311,278.41431,-2.11138,3.74e-11,1
12.4,35,28,33.241,-81.657,-5.47572,1.9398,17.24199,85.66653,-22.78467,1007.81439,10.61666,1.44081,38.00006,2.28981,0.0,0
14.9,12,14,33.227,-81.68,-4.45007,2.47939,19.76771,69.85581,13.5928,1010.75366,10.14526,2.22537,170.62463,56.80932,0.0,0
13.1,36,14,33.227,-81.656,-4.81394,1.81445,17.99846,80.50138,-3.15989,1009.38324,10.45754,1.68834,105.73923,2.922,0.0,0
13.7,76,16,33.229,-81.616,-5.73751,1.27794,18.26767,79.24574,-18.2923,1010.9563,10.45704,1.51875,241.11671,-2.2402,0.0,0
14.8,12,50,33.263,-81.68,-5.59921,0.85901,19.61449,71.43507,38.29848,1012.74603,10.25346,1.54119,305.26541,8.87338,3.3e-12,1
16.0,22,41,33.254,-81.67,-4.89181,2.09189,20.43489,66.34828,-36.7548,1009.69745,10.06268,1.16819,248.20192,16.89781,9.05e-12,1
16.7,32,30,33.243,-81.66,-5.76906,-0.38733,21.08242,61.25648,-7.26722,1008.62756,9.68788,1.15176,275.83142,22.46882,0.0,0
16.3,14,48,33.261,-81.678,-5.8593,-1.18739,20.74036,67.38786,35.89293,1011.00928,10.40467,1.17817,343.43491,-13.56276,3.3e-12,1
15.3,22,40,33.253,-81.67,-6.04242,2.54,19.70676,70.62029,-28.87336,1009.81628,10.22636,0.80558,286.42569,5.13805,1.17e-10,1
16.7,22,35,33.248,-81.67,-7.22762,0.45614,21.11673,58.02559,-11.55254,1008.32233,9.19962,0.56279,351.58682,52.85098,2.71e-11,1
14.0,61,36,33.249,-81.631,-5.02009,1.72035,18.58815,77.11356,2.88391,1009.27393,10.40425,1.9431,252.22144,4.58256,0.0,0
15.8,36,38,33.251,-81.656,-4.3718,0.70605,20.28267,69.10294,-49.50945,1009.41132,10.38281,1.34217,252.41751,-1.32078,9.32e-10,1
17.0,43,56,33.269,-81.649,-5.73309,-0.27256,21.33046,63.09127,-10.92775,1010.68262,10.11336,1.0965,420.16357,9.56218,0.0,0
14.7,7,41,33.254,-81.685,-5.55525,1.89494,19.53034,70.22876,-27.30615,1011.53937,10.03886,0.83335,214.87747,26.20242,8.58e-12,1
12.8,33,53,33.266,-81.659,-6.0406,2.22374,17.4538,84.41475,8.71117,1009.6842,10.58529,1.14371,88.16789,3.43056,0.0,0
14.8,4,62,33.275,-81.688,-5.19372,3.63703,19.45655,70.81755,-29.42898,1010.55951,10.08551,2.05278,446.79346,-39.16255,0.0,0
15.0,30,12,33.225,-81.662,-4.37354,2.83745,19.95496,68.94278,22.44651,1010.5719,10.13379,1.27027,348.92303,3.21848,0.0,0
12.5,20,44,33.257,-81.672,-5.95678,2.25895,17.3342,85.1673,29.99417,1009.22412,10.60261,0.86773,46.57706,3.01881,1.23e-09,1
12.6,36,7,33.22,-81.656,-5.1473,2.0397,17.51774,83.69111,-15.93842,1009.25909,10.54234,0.84613,61.07562,4.29149,0.0,0
13.5,34,54,33.267,-81.658,-5.31726,1.98898,18.11703,79.64693,-10.29594,1010.54358,10.41331,1.32292,156.8804,3.53894,0.0,0
14.7,54,46,33.259,-81.638,-4.14997,1.33941,19.27949,74.04097,59.1441,1009.32214,10.43952,1.88054,231.23022,5.6142,0.0,0
16.4,17,39,33.252,-81.675,-6.30216,1.20977,20.9964,59.8563,-60.07783,1008.98602,9.41188,0.65675,376.59933,48.41594,2.16e-11,1
16.1,73,40,33.253,-81.619,-4.21661,1.54853,20.29673,69.41367,2.63625,1008.82184,10.44443,1.74511,428.84995,12.79526,0.0,0
14.6,50,23,33.236,-81.642,-4.48471,1.09236,19.31413,73.40374,-15.77677,1010.77075,10.35735,1.63478,315.60013,-2.7313,0.0,0
15.4,10,56,33.269,-81.682,-5.67151,0.87605,19.88251,71.2176,-31.69123,1011.65674,10.40882,1.42571,365.78543,-25.29997,2.3e-12,1
13.3,74,41,33.254,-81.618,-5.80159,1.86607,17.55079,82.92428,-4.41084,1008.91663,10.47172,2.33246,201.25558,-1.49974,0.0,0
15.8,20,40,33.253,-81.672,-5.60757,1.88739,20.27779,65.57997,-98.68052,1009.50226,9.84974,0.70396,295.26184,33.1849,8.46e-11,1
14.4,23,39,33.252,-81.669,-7.38497,2.19117,18.61675,76.30161,-120.17145,1009.64868,10.30939,0.72059,318.0134,0.51808,7.42e-11,1
15.2,4,62,33.275,-81.688,-3.97806,1.7513,19.82919,70.39455,10.85048,1010.43982,10.26623,1.75367,250.47728,-42.18922,0.0,0
17.7,12,47,33.26,-81.68,-5.49929,0.22984,22.57755,54.4348,2.31108,1010.09766,9.43967,1.0378,550.01031,-52.17028,1.95e-11,1
16.0,26,37,33.25,-81.666,-5.15179,1.33013,20.31258,66.67877,-105.49609,1008.87158,10.04305,1.04365,223.27975,-5.30613,5.97e-10,1
15.7,75,35,33.248,-81.617,-4.39106,1.18636,20.1877,70.06455,48.03363,1009.46399,10.46346,2.02117,349.88049,-0.58561,0.0,0
14.0,7,52,33.265,-81.685,-5.57811,2.28746,19.09619,74.29655,46.574,1012.26434,10.32326,2.35832,301.10028,4.57631,8.81e-12,1
14.5,23,40,33.253,-81.669,-6.92226,2.69819,18.78502,75.01511,-86.54846,1009.93756,10.24226,0.84617,283.78671,2.54752,5.24e-10,1
12.9,7,45,33.258,-81.685,-5.1228,1.57585,17.83284,82.14978,-6.13252,1011.16022,10.53956,1.38965,174.70581,2.72779,1.15e-12,1
17.6,35,39,33.252,-81.657,-4.44527,1.23917,22.74069,52.99712,139.9946,1008.45813,9.3004,1.78808,419.79282,25.24215,7.39e-10,1
14.2,41,37,33.25,-81.651,-4.23501,2.10139,18.94484,75.17149,47.31461,1009.698,10.37137,1.25694,180.22072,0.19143,5.91e-09,1
14.4,10,44,33.257,-81.682,-4.58702,1.96231,19.13318,73.96573,68.73805,1011.02618,10.31451,1.21932,166.54254,-24.35806,1.89e-10,1
16.7,57,42,33.255,-81.635,-4.97613,0.85859,20.79396,65.74689,-85.9303,1008.29913,10.21429,1.27046,414.52692,-4.29017,0.0,0
16.2,65,56,33.269,-81.627,-3.01962,0.66525,20.77264,67.8063,27.16533,1010.5174,10.49638,1.55262,216.84839,1.64419,0.0,0
