time,i_value,j_value,latitude,longitude,u_west_to_east_wind,v_south_to_north_wind,temprature,relative_humidity,vertical_velocity,pressure,water_vapour,turbulent_kinatic_energy,precipitation_rate,sensible_heat_flux,latent_heat_flux,tracer_concentration
15.8,26,38,33.251,-81.666,-4.98627,2.04931,20.34101,65.13974,1.16782,1009.09863,9.82772,0.96209,299.49472,36.79045,5.32e-10,1
16.7,24,23,33.236,-81.668,-7.15109,2.82414,21.70519,54.83229,15.49621,1010.30719,9.00281,1.973,217.82669,17.73662,0.0,0
13.6,51,61,33.274,-81.641,-5.74503,1.81356,18.18308,78.97172,-7.71659,1010.41095,10.3702,1.56124,151.20775,4.20844,0.0,0
15.1,19,40,33.253,-81.673,-5.51291,2.62543,19.55482,71.21251,-55.96192,1009.80408,10.21314,0.83056,220.14346,-9.69146,2.54e-10,1
12.5,42,37,33.25,-81.65,-5.58665,2.17647,17.15545,86.0998,-8.54119,1008.09753,10.60787,1.16071,52.58743,2.89358,4.03e-09,1
12.4,72,15,33.228,-81.62,-4.91386,1.20493,17.1871,86.29066,-7.10852,1009.20508,10.64115,1.62639,111.42902,0.24934,0.0,0
14.2,25,43,33.256,-81.667,-5.07944,2.75567,18.84311,74.97209,-24.24537,1011.16693,10.26161,0.97958,257.36487,9.42388,4.24e-10,1
16.1,23,35,33.248,-81.669,-5.68243,1.02386,20.42803,65.17137,-33.14533,1008.73773,9.88923,0.68622,300.6745,39.8221,6.43e-12,1
15.8,12,45,33.258,-81.68,-5.04717,2.11491,20.46595,66.26952,-2.24249,1010.82446,10.05856,0.84158,287.12073,51.17851,1.74e-11,1
12.4,67,28,33.241,-81.625,-5.41483,1.7179,17.02572,87.24751,0.24274,1008.25854,10.65787,1.6404,115.93873,1.53828,0.0,0
17.5,10,60,33.273,-81.682,-4.58606,-0.49956,22.25394,57.26828,5.93555,1009.10883,9.74233,1.86844,468.0184,-17.77282,0.0,0
17.2,40,48,33.261,-81.652,-6.7493,-0.49063,21.35733,60.97095,-39.90297,1008.12097,9.81604,0.85687,467.68134,32.54734,0.0,0
14.0,40,64,33.277,-81.652,-6.1483,2.53632,18.56125,76.69005,-48.95885,1011.66003,10.30425,1.19291,191.51151,0.89972,0.0,0
14.8,12,49,33.262,-81.68,-6.05258,1.44647,19.6214,71.70819,21.89259,1012.5094,10.29964,1.05497,234.46436,-1.88642,2.16e-12,1
16.1,10,48,33.261,-81.682,-5.09383,0.36329,21.13297,64.88566,100.02825,1011.87042,10.26056,1.4464,305.74362,-102.28958,5.75e-12,1
12.0,36,17,33.23,-81.656,-4.83153,2.17049,17.21304,86.46906,-6.4501,1007.25348,10.70216,1.66211,33.67191,5.12397,0.0,0
17.7,11,44,33.257,-81.681,-4.63723,0.52423,22.74244,52.7029,49.25323,1009.45905,9.23824,1.36254,590.57037,-18.93932,2.3e-12,1
14.5,29,38,33.251,-81.663,-6.36041,2.83826,18.64648,76.15948,-113.5666,1009.33826,10.31327,0.81107,291.87097,0.81465,5.76e-10,1
14.7,37,37,33.25,-81.655,-4.98436,2.05638,19.30815,73.45103,77.09932,1009.52966,10.37326,1.18599,229.83351,3.14521,8.96e-10,1
15.2,21,39,33.252,-81.671,-5.55527,2.84371,19.60843,70.35928,-39.87848,1009.53741,10.12814,0.99104,283.2757,-5.39619,4.81e-10,1
17.0,19,41,33.254,-81.673,-4.95055,1.29306,21.75474,57.91524,-44.62162,1008.81671,9.5527,0.88333,363.28491,-21.13583,2.45e-11,1
17.5,72,23,33.236,-81.62,-5.41985,0.81401,22.61733,54.59713,-19.89743,1010.19269,9.491,2.09615,573.92914,-0.26964,0.0,0
15.6,60,12,33.225,-81.632,-2.53043,1.19699,20.95242,64.83177,42.98727,1011.79956,10.13709,1.42763,116.46774,-7.59926,0.0,0
13.2,14,47,33.26,-81.678,-5.5652,1.78466,17.91362,81.14725,6.75367,1010.81281,10.46901,0.92627,121.83337,5.48662,1.78e-11,1
15.2,30,37,33.25,-81.662,-5.01435,1.77943,19.77472,70.31416,54.18953,1009.23712,10.23208,1.1071,202.1395,4.35773,2.02e-10,1
17.0,21,41,33.254,-81.671,-4.07061,0.13447,21.74846,58.46581,-68.03001,1008.87836,9.63921,0.8034,353.9653,-24.87049,1.03e-11,1
13.0,50,31,33.244,-81.642,-5.67516,1.74459,17.50125,83.52081,-10.84663,1008.64691,10.51626,1.64554,103.50919,5.56861,0.0,0
12.9,55,31,33.244,-81.637,-5.75946,1.66109,17.47338,84.09179,8.55885,1009.00317,10.56537,2.04149,192.33006,8.36571,0.0,0
14.9,15,43,33.256,-81.677,-5.60402,1.15977,19.51336,71.79511,15.27023,1010.5213,10.26215,0.90685,214.37688,-12.38948,1.99e-11,1
14.9,10,40,33.253,-81.682,-6.96935,2.29021,19.51112,70.38643,-20.99512,1010.96179,10.05493,0.84575,249.51488,5.79905,6.01e-11,1
15.3,57,7,33.22,-81.635,-4.68257,2.17403,20.23685,67.94795,-20.87954,1011.97339,10.15322,1.882,311.69257,-8.12094,0.0,0
14.9,14,42,33.255,-81.678,-5.43845,1.07778,19.61553,71.02945,31.19348,1010.46564,10.21966,0.88822,133.14636,-17.68079,5e-11,1
13.7,7,50,33.263,-81.685,-5.94266,2.59341,18.57161,77.33631,-35.55942,1012.60254,10.38827,1.59918,275.35526,-2.52418,1.21e-10,1
13.1,38,10,33.223,-81.654,-4.90122,2.08875,17.96914,80.52412,-3.56715,1009.54974,10.43909,1.66417,169.15794,2.16407,0.0,0
17.7,33,39,33.252,-81.659,-4.81989,-1.08425,22.66492,54.69937,164.54845,1008.11084,9.55686,1.8805,369.15781,-20.77862,1.73e-10,1
16.5,26,51,33.264,-81.666,-6.6843,0.13672,20.68693,65.66016,-118.33188,1010.21173,10.11224,1.2318,380.99478,6.11824,0.0,0
13.6,4,4,33.217,-81.688,-5.27217,2.60019,18.48509,77.91895,32.07738,1010.80322,10.42777,2.53957,243.82219,75.35862,0.0,0
12.3,17,43,33.256,-81.675,-6.33576,2.60124,17.23949,85.91847,7.78948,1008.51709,10.63857,0.79758,28.67775,5.01067,1.15e-12,1
13.1,10,7,33.22,-81.682,-5.62215,3.16598,17.95554,80.66586,21.39315,1010.29077,10.44051,0.96489,192.54413,74.44524,0.0,0
16.1,23,15,33.228,-81.669,-5.19593,3.64886,20.97189,61.98098,-62.22517,1010.1156,9.71986,1.90573,426.98633,76.61858,0.0,0
14.5,36,38,33.251,-81.656,-5.29435,2.27282,19.09273,74.29731,23.91393,1009.75616,10.34737,1.23206,207.67186,0.29692,9.66e-10,1
13.7,33,37,33.25,-81.659,-4.47673,2.82403,18.36702,78.19688,-0.20637,1009.15741,10.40338,1.1622,155.966,2.36905,0.0,0
14.5,17,45,33.258,-81.675,-6.09129,3.64321,19.03878,72.95728,-29.24413,1010.77405,10.11545,0.81265,283.2869,18.87082,4.47e-12,1
15.2,7,49,33.262,-81.685,-6.76965,0.40156,19.81733,70.86667,12.54442,1012.72717,10.30359,1.19559,245.08405,-17.37551,3.01e-11,1
14.6,72,46,33.259,-81.62,-4.48777,1.67384,18.79831,76.59949,-11.84731,1009.34894,10.47367,1.93217,351.7363,3.76133,0.0,0
17.1,11,45,33.258,-81.681,-5.10055,0.96668,22.15586,56.78074,108.40161,1009.93964,9.59183,1.23386,329.11856,44.55041,1.99e-11,1
16.5,37,37,33.25,-81.655,-6.27705,0.80799,21.11546,63.33309,56.82204,1008.64575,10.03659,1.26472,359.31921,-10.36764,4.56e-09,1
15.4,14,39,33.252,-81.678,-6.79294,1.52586,19.8898,65.61446,-95.38541,1010.15894,9.60816,0.39621,249.56561,61.61789,1.94e-10,1
14.0,4,21,33.234,-81.688,-5.71036,3.15745,18.84194,75.19907,-80.92448,1012.78839,10.27522,0.9412,250.8006,6.39183,0.0,0
17.5,25,42,33.255,-81.667,-4.78619,3.11254,22.15168,53.57973,-22.95269,1009.27405,9.05577,0.73211,393.30258,10.16114,2.66e-11,1
12.3,37,24,33.237,-81.655,-4.90391,1.9235,17.3322,85.22116,-0.88027,1007.71631,10.62407,1.50065,80.30009,5.61355,0.0,0
17.8,24,45,33.258,-81.668,-4.97053,-0.1917,22.41121,53.58248,-63.15231,1010.15417,9.19606,0.88785,375.37747,22.89968,3.35e-11,1
14.9,44,20,33.233,-81.648,-5.39803,0.09377,19.70852,71.45943,102.40513,1009.24634,10.35446,2.58275,285.78281,-2.44812,0.0,0
12.1,24,68,33.281,-81.668,-6.38014,2.39745,16.98771,88.15759,-31.83044,1007.7923,10.74769,0.40414,17.11164,1.0266,0.0,0
17.4,50,11,33.224,-81.642,-4.61452,1.85433,22.92574,51.3699,73.79039,1010.26379,9.10261,2.21782,375.94324,18.37798,0.0,0
16.1,11,46,33.259,-81.681,-4.74227,1.00989,20.95,64.91016,55.16077,1010.96118,10.15612,1.0959,257.38531,-72.21069,2.49e-12,1
17.7,31,11,33.224,-81.661,-3.34781,3.30693,22.627,51.38911,-11.89182,1009.13525,8.94836,1.22165,369.82678,-2.69272,0.0,0
14.7,49,23,33.236,-81.643,-6.10175,1.15283,19.31889,73.49437,-32.82407,1010.48303,10.37635,2.10039,363.8577,-6.1713,0.0,0
16.1,8,38,33.251,-81.684,-5.7389,1.25647,20.72503,64.3573,-13.66377,1010.53442,9.93258,0.98324,265.18741,-23.45039,0.0,0
14.2,16,47,33.26,-81.676,-5.82406,1.91755,18.96998,74.70908,64.20309,1011.21014,10.30841,1.27399,221.24313,3.58742,3.82e-10,1
12.9,38,45,33.258,-81.654,-5.58701,1.93205,17.46595,83.81929,1.54444,1008.99115,10.52618,1.15687,92.48908,4.41207,0.0,0
15.0,40,11,33.224,-81.652,-3.8151,1.27577,19.96867,68.77303,82.06456,1009.78369,10.12595,1.83288,338.57904,0.21048,0.0,0
14.7,38,29,33.242,-81.654,-6.34964,1.12807,19.39077,73.01629,22.45598,1009.36957,10.36772,1.97956,224.63229,-4.74482,0.0,0
13.7,20,64,33.277,-81.672,-6.15061,3.19652,18.30812,78.35685,-21.30969,1011.005,10.36599,1.3118,283.92969,0.6527,0.0,0
12.9,30,52,33.265,-81.662,-5.44671,1.82824,17.54353,83.6029,0.64086,1010.02985,10.54055,0.96712,90.59619,4.14978,0.0,0
17.3,11,51,33.264,-81.681,-4.58915,-0.21913,22.01438,58.35014,-40.24231,1011.42499,9.756,1.38732,307.43561,-25.74561,2.28e-11,1
15.5,13,40,33.253,-81.679,-6.03356,1.92658,19.97102,66.31419,-87.15417,1010.3324,9.75995,0.53405,254.23636,-34.3383,1.76e-10,1
14.9,12,42,33.255,-81.68,-5.79166,2.05978,19.48253,71.05802,-51.17896,1010.71881,10.13488,0.75857,165.24042,-51.05638,6.93e-11,1
15.3,25,39,33.252,-81.667,-5.88365,2.63641,19.7187,70.34469,-11.51765,1009.61536,10.19634,0.86913,240.79526,5.31904,1.97e-10,1
13.1,15,45,33.258,-81.677,-5.85974,1.8543,17.7612,82.28051,-7.05081,1010.28375,10.51733,0.93855,110.21172,3.86859,8.02e-10,1
17.8,13,45,33.258,-81.679,-3.61953,2.81845,22.94421,46.43106,75.92647,1009.49231,8.24581,1.48422,441.0571,199.58383,2.39e-11,1
16.3,12,43,33.256,-81.68,-4.29774,0.78793,21.10011,63.25988,23.32829,1010.07587,10.00147,1.26251,282.58429,-64.00046,1.57e-11,1
15.5,78,21,33.234,-81.614,-4.46416,1.17665,20.08062,70.51414,11.68968,1010.92902,10.44413,1.88497,276.4426,1.43854,0.0,0
17.2,43,51,33.264,-81.649,-5.04446,1.64326,21.60266,60.34011,-50.79382,1008.48901,9.86155,1.62173,421.42456,15.83986,0.0,0
12.9,49,66,33.279,-81.643,-6.05769,2.1107,17.2888,84.61465,-20.9775,1008.42932,10.51138,1.32224,97.73008,1.54715,0.0,0
17.5,78,25,33.238,-81.614,-3.96414,1.62609,22.70774,54.16584,34.81221,1009.37238,9.47721,2.40703,596.36743,10.22522,0.0,0
15.1,44,55,33.268,-81.648,-4.27537,0.59833,19.6139,72.63701,82.79826,1011.46069,10.43903,1.95508,151.30624,-0.52506,0.0,0
17.1,8,49,33.262,-81.684,-4.70159,0.60466,21.93132,57.92763,-21.4484,1011.49841,9.63457,1.28107,392.32297,58.79436,1.68e-11,1
16.1,41,44,33.257,-81.651,-4.58509,0.66874,20.69135,67.26353,9.69319,1008.7627,10.37759,1.38056,307.50549,6.74012,0.0,0
13.3,33,39,33.252,-81.659,-5.5279,2.4273,17.90004,80.95137,2.56235,1009.25659,10.45107,1.03217,122.1592,3.31591,5.34e-10,1
12.3,72,52,33.265,-81.62,-5.46192,2.11026,16.86586,87.97902,-0.59728,1007.93713,10.64027,2.09396,83.86591,11.92301,0.0,0
17.4,13,54,33.267,-81.679,-4.22388,-0.85644,22.59803,56.17533,95.27122,1011.33423,9.74249,2.38812,511.43326,-27.00425,2.3e-12,1
17.7,9,49,33.262,-81.683,-4.30307,-0.19633,22.73591,53.27916,-11.30639,1011.17834,9.3211,1.41812,491.14517,-17.00687,1.42e-11,1
17.5,37,36,33.249,-81.655,-4.68582,1.31523,22.45402,54.56323,29.19724,1007.8822,9.4105,1.38506,374.24719,-10.15054,0.0,0
14.4,20,40,33.253,-81.672,-7.689,2.73514,18.73582,75.59355,-52.89678,1009.83356,10.29005,1.26164,297.77969,1.95746,2.44e-10,1
14.8,9,45,33.258,-81.683,-6.02972,2.4466,19.5885,71.07117,19.09579,1011.31512,10.19901,0.89965,168.96738,6.35937,1.2e-10,1
14.3,27,40,33.253,-81.665,-5.08106,1.68197,18.99465,75.21996,32.45047,1010.01196,10.40761,1.26766,233.7298,-8.62723,4.33e-10,1
16.9,9,40,33.253,-81.683,-5.85655,1.27151,21.85529,56.3873,114.42619,1009.88641,9.34935,1.58114,253.52481,72.06846,1.03e-11,1
12.9,60,4,33.217,-81.632,-5.08629,1.62952,17.73327,81.84667,7.42748,1010.20374,10.44401,2.0073,158.62442,14.14486,0.0,0
16.0,7,60,33.273,-81.685,-4.62131,0.1195,20.31183,68.52288,33.40402,1009.90619,10.30931,1.76345,293.29395,14.68293,0.0,0
17.8,20,46,33.259,-81.672,-4.93267,-0.25119,22.61251,53.25591,-19.38375,1009.98157,9.25683,1.31284,412.21228,15.59445,3.12e-11,1
16.6,30,20,33.233,-81.662,-6.53498,2.78505,21.13376,58.10339,-138.32613,1009.33423,9.21202,0.74088,503.81171,32.09018,0.0,0
12.3,64,27,33.24,-81.628,-5.68667,1.71512,17.05919,87.15186,-0.4295,1008.51392,10.66648,1.663,94.22586,-2.7365,0.0,0
12.0,4,68,33.281,-81.688,-5.35879,1.61974,17.21945,86.55405,-3.30418,1008.21887,10.70663,1.4263,29.87471,-3.8737,0.0,0
12.0,74,36,33.249,-81.618,-4.88606,1.52859,16.75678,90.01971,-4.74275,1007.52368,10.81499,2.4781,60.37265,-6.19434,0.0,0
15.5,28,35,33.248,-81.664,-4.93105,0.88857,19.87164,68.07738,-96.57625,1009.07764,9.96927,1.15405,220.09766,1.36575,2.68e-12,1
15.7,74,5,33.218,-81.618,-4.36207,2.49987,20.35168,66.60229,-22.11014,1008.94006,10.05573,1.58546,161.12735,4.53945,0.0,0
17.9,72,65,33.278,-81.62,-5.89152,-1.13029,21.63612,60.19002,-25.02547,1008.77319,9.85478,1.79922,526.8476,4.47534,0.0,0
15.8,16,44,33.257,-81.676,-5.20422,2.09703,20.48386,66.334,-5.97326,1010.3139,10.08531,0.89203,205.48608,24.35459,7.61e-12,1
16.4,26,64,33.277,-81.666,-4.38786,0.1744,20.66459,67.1244,81.59309,1010.75116,10.31767,1.2584,159.5533,-11.04613,0.0,0
15.4,18,16,33.229,-81.674,-5.28713,2.80441,20.18152,66.88464,-32.93334,1010.75946,9.97168,1.80722,203.57831,74.24579,0.0,0
14.8,19,44,33.257,-81.673,-7.04187,2.44542,19.38658,71.65879,-12.55222,1010.61932,10.15922,0.86228,231.79608,15.74136,6.93e-12,1
14.4,21,42,33.255,-81.671,-5.20303,2.13761,19.01177,74.60451,22.14948,1010.3233,10.3306,1.0493,242.21806,2.85524,8.98e-11,1
12.0,48,25,33.238,-81.644,-5.62515,2.01684,17.11459,87.16824,5.08707,1007.711,10.7154,1.76322,-0.11959,3.48303,0.0,0
17.5,16,51,33.264,-81.676,-5.34061,-1.43515,22.14205,56.82413,-41.91411,1011.28467,9.57876,1.27465,585.96936,-82.97669,6.44e-12,1
17.6,7,50,33.263,-81.685,-3.01746,3.36825,22.68805,48.82907,-24.98383,1011.18921,8.51717,1.61566,730.34479,386.1076,1.65e-11,1
14.2,73,5,33.218,-81.619,-4.94685,2.63256,18.58371,76.47942,-50.81576,1009.35895,10.31479,1.33291,217.40663,5.61502,0.0,0
16.6,29,35,33.248,-81.663,-6.5881,1.98494,20.85595,62.0738,-69.66853,1008.31573,9.68094,0.93541,396.31439,6.97111,2.34e-11,1
17.3,27,42,33.255,-81.665,-4.22408,1.97442,22.11487,55.57819,-53.90494,1009.50653,9.36974,1.44481,310.07184,-20.20455,2.02e-10,1
12.9,43,4,33.217,-81.649,-4.7339,1.38362,17.82671,81.68783,7.28965,1010.65491,10.48178,1.64102,83.5856,3.82936,0.0,0
14.5,4,63,33.276,-81.688,-4.89908,4.23713,19.14058,72.36239,-2.1816,1010.62549,10.0997,2.29217,318.99377,19.54824,0.0,0
12.2,36,39,33.252,-81.656,-6.03806,2.54613,17.08855,86.84967,-14.80554,1007.91949,10.65605,0.88929,22.98135,3.97336,5.62e-09,1
14.6,79,24,33.237,-81.613,-3.57467,1.17121,19.11787,74.8947,-12.5674,1010.95654,10.4346,1.8852,180.81686,-0.61369,0.0,0
14.2,12,45,33.258,-81.68,-5.32419,2.31045,19.10984,73.77866,39.57001,1011.1366,10.27197,1.17016,241.76294,0.70954,5.9e-11,1
13.8,23,44,33.257,-81.669,-5.15855,2.41396,18.51578,77.53224,-51.95127,1011.14844,10.39264,1.02359,159.42369,2.65454,7.12e-10,1
12.2,77,39,33.252,-81.615,-5.44423,1.83662,16.78748,88.65741,1.47498,1007.30023,10.67492,2.48628,76.85873,14.58701,0.0,0
15.8,17,42,33.255,-81.675,-4.87145,1.54967,20.34575,66.49521,-8.50129,1009.89935,10.02607,1.08879,200.1588,16.28807,3.65e-11,1
16.9,28,62,33.275,-81.664,-5.55305,-1.0015,21.23184,65.02509,12.41025,1011.01898,10.35579,1.12994,173.24411,-12.56599,0.0,0
13.7,27,24,33.237,-81.665,-3.63934,1.71227,18.86201,75.66751,61.39723,1010.79279,10.37334,2.36547,187.67372,5.50282,0.0,0
15.9,7,65,33.278,-81.685,-6.44387,0.66813,20.00276,70.06264,1.57231,1009.677,10.33935,2.06385,279.39774,11.75879,0.0,0
14.3,23,39,33.252,-81.669,-6.77811,2.74686,18.60209,76.07341,-117.51122,1009.65149,10.26919,0.79604,299.88266,-0.09545,2.29e-10,1
15.9,36,31,33.244,-81.656,-5.20614,0.05857,20.27944,68.16933,-68.54247,1008.89642,10.24577,1.31223,240.71033,-0.39292,0.0,0
13.7,7,44,33.257,-81.685,-4.31217,2.81,18.64768,76.73853,-5.72445,1011.64764,10.36823,1.49657,270.23117,10.5971,1.68e-11,1
13.2,10,46,33.259,-81.682,-5.95345,1.90604,17.92448,81.20133,-19.40842,1011.17963,10.47931,0.94477,240.20798,9.2898,6.15e-10,1
17.4,64,21,33.234,-81.628,-3.91081,1.11766,23.43788,50.78421,93.532,1010.38055,9.28887,2.60926,526.65906,-46.1629,0.0,0
17.6,37,38,33.251,-81.655,-4.97149,2.4697,22.39638,53.59166,31.88888,1008.26837,9.20629,1.10568,477.24304,32.34039,1.53e-09,1
15.2,73,66,33.279,-81.619,-5.09669,1.12617,19.00745,77.15393,5.94021,1010.31177,10.68089,1.77986,206.01857,-4.28512,0.0,0
16.2,19,43,33.256,-81.673,-5.64126,3.00386,20.71831,62.43253,-116.083,1009.79895,9.63898,0.63299,337.8432,50.27467,1.15e-12,1
17.8,28,41,33.254,-81.664,-6.15801,-1.72547,22.67966,54.22243,113.45163,1008.83856,9.47573,1.36131,456.50443,1.27117,4.6e-12,1
13.3,17,46,33.259,-81.675,-5.02615,1.84696,18.00633,80.50392,-7.40521,1010.61346,10.45011,1.13124,118.22231,3.34873,1.24e-10,1
16.3,18,63,33.276,-81.674,-7.42921,0.31613,20.3092,68.81199,25.54322,1010.39935,10.34599,1.25722,384.63297,-20.83509,0.0,0
15.1,78,15,33.228,-81.614,-5.83577,0.57424,19.56049,72.84947,-16.25509,1010.67108,10.44243,1.36942,263.15604,-9.99939,0.0,0
16.3,27,34,33.247,-81.665,-6.69723,0.64704,20.55339,61.93076,-40.36681,1008.52148,9.47422,0.32203,338.06488,72.9332,2.04e-11,1
15.4,79,5,33.218,-81.613,-2.54123,0.93943,20.23287,68.02533,19.76627,1009.30011,10.18999,1.3424,166.71175,2.93926,0.0,0
13.7,31,42,33.255,-81.661,-5.39381,1.94265,18.45597,77.85436,-3.41932,1010.65717,10.40121,1.0075,159.70815,2.66265,6.19e-11,1
17.5,36,39,33.252,-81.656,-4.46199,0.27352,22.58468,55.14586,86.3166,1008.56677,9.58287,1.63013,368.29413,-27.40264,9.57e-10,1
15.7,68,6,33.219,-81.624,-4.40928,2.27561,20.55863,66.10521,-25.07357,1010.2168,10.09882,1.17363,215.70583,-36.21312,0.0,0
17.5,56,20,33.233,-81.636,-4.73168,3.56994,22.44492,47.26472,-104.28378,1010.25262,8.12799,0.99949,608.36707,216.25505,0.0,0
15.9,35,20,33.233,-81.657,-3.32264,2.92382,20.89727,63.11435,16.72762,1009.29694,9.8591,2.16891,308.98074,-0.56373,0.0,0
15.3,29,9,33.222,-81.663,-4.73202,2.34683,20.19272,67.42496,73.88219,1010.90668,10.05777,1.16289,245.24188,1.74269,0.0,0
14.5,9,49,33.262,-81.683,-5.08159,3.77429,18.92327,72.47449,-91.94151,1012.78204,9.95468,0.23955,414.38324,131.1978,1.22e-11,1
17.5,16,48,33.261,-81.676,-5.96594,-1.66671,22.35923,56.58948,82.52839,1010.23651,9.67987,1.56043,312.93909,-36.88433,4.69e-11,1
12.0,28,17,33.23,-81.664,-4.75057,2.38756,17.17914,86.80339,-23.08493,1007.71722,10.71505,0.88136,-5.54806,5.22641,0.0,0
13.4,29,20,33.233,-81.663,-5.3981,3.135,18.29417,78.54142,-56.09986,1010.07935,10.39084,1.97309,144.91992,2.54797,0.0,0
13.7,10,46,33.259,-81.682,-5.09146,1.22946,18.66129,77.08318,44.84986,1011.52246,10.42519,1.0371,228.25978,-2.04332,3.88e-10,1
14.0,21,40,33.253,-81.671,-5.14846,3.4899,18.63789,76.51256,-20.31805,1009.81866,10.35031,1.0256,207.59142,2.03845,1.89e-11,1
14.5,9,50,33.263,-81.683,-4.66379,3.34867,19.12292,72.64017,-39.11092,1012.87836,10.10418,0.84127,458.14008,87.29829,7.77e-12,1
12.6,79,68,33.281,-81.613,-5.35892,1.89095,17.00238,86.86634,7.12606,1008.85089,10.58903,2.8535,131.41635,11.65493,0.0,0
13.6,28,39,33.252,-81.664,-4.86939,1.96423,18.24808,79.05212,0.81162,1009.37097,10.43511,1.02174,130.80493,0.98839,4.02e-12,1
16.7,16,38,33.251,-81.676,-6.56226,1.09556,21.1767,58.03591,-30.94341,1008.90594,9.23064,0.56319,220.06168,47.24596,1.47e-10,1
17.0,9,43,33.256,-81.683,-5.54322,0.83436,21.87219,56.69284,90.2259,1009.74817,9.41108,1.32802,261.37149,-84.26276,3.94e-11,1
14.7,10,43,33.256,-81.682,-6.1487,1.80544,19.34396,73.02792,-1.83201,1010.92133,10.32216,0.97932,300.30478,-8.1546,1.84e-10,1
17.5,18,60,33.273,-81.674,-3.97826,-0.06312,22.03414,57.21464,31.7802,1010.62585,9.58608,1.28064,474.4462,33.47337,0.0,0
16.4,29,9,33.222,-81.663,-4.91718,2.21508,21.43774,59.88405,38.6874,1010.15668,9.66967,1.41102,429.23145,-6.10054,0.0,0
12.8,12,47,33.26,-81.68,-4.35205,1.5303,17.69512,83.08259,20.05606,1010.7041,10.57037,0.81692,142.7552,4.62226,7.88e-10,1
13.0,10,46,33.259,-81.682,-5.80772,1.59671,17.74734,82.9747,-2.34101,1010.96106,10.58926,0.95363,189.91292,-1.76301,3.33e-10,1
16.2,13,49,33.262,-81.679,-6.06328,1.03505,20.77238,65.85258,-41.51117,1011.71002,10.1815,1.03228,339.78198,18.95824,0.0,0
16.3,14,20,33.233,-81.678,-5.73884,0.09703,21.42111,59.38697,88.51266,1011.96027,9.56203,1.47843,257.27884,50.14842,0.0,0
14.1,35,40,33.253,-81.657,-4.83539,1.88979,18.92092,75.1603,26.67245,1010.29877,10.34775,1.32111,186.96059,3.78505,1.31e-09,1
14.8,22,39,33.252,-81.67,-7.60147,2.17952,19.02647,72.18594,-76.27641,1009.5968,10.01249,0.44299,300.57935,11.92797,5.1e-10,1
16.0,10,45,33.258,-81.682,-5.17598,1.52584,20.97985,64.22021,98.37368,1010.7691,10.06965,1.12023,232.46527,83.51851,2.39e-11,1
15.1,17,39,33.252,-81.675,-6.79495,1.49948,19.44924,71.36138,-113.83416,1009.77118,10.16637,0.70514,161.1107,-13.81452,1.04e-10,1
17.8,36,41,33.254,-81.656,-6.56055,-1.07689,22.32782,55.40234,84.06331,1008.90796,9.47095,1.10484,474.38251,13.30809,2.04e-11,1
14.3,10,50,33.263,-81.682,-7.77258,1.77515,19.0528,73.95432,32.22798,1012.83807,10.2414,1.88049,382.66388,-64.61811,3.93e-11,1
12.4,42,37,33.25,-81.65,-5.40635,2.15673,17.11403,86.55108,-25.0949,1007.91248,10.63697,1.11651,40.08887,1.56392,2.42e-09,1
17.3,33,36,33.249,-81.659,-5.10396,1.77612,21.91668,54.21085,-73.57788,1007.89771,9.0415,0.83909,365.53098,21.14923,0.0,0
16.5,31,36,33.249,-81.661,-4.57194,1.13269,20.83483,63.04417,-73.84113,1008.42169,9.81849,1.13606,280.97321,3.12108,9.2e-10,1
17.6,60,30,33.243,-81.632,-4.3331,1.30953,22.77755,53.25201,79.31186,1008.37256,9.36753,2.2533,224.65331,31.71549,0.0,0
12.4,7,50,33.263,-81.685,-5.11039,1.42551,17.43804,85.19347,-0.52263,1011.05341,10.65716,0.98201,105.58627,2.64885,8.76e-11,1
17.3,12,42,33.255,-81.68,-5.42994,4.59364,22.11088,49.50207,8.60662,1009.36365,8.34496,0.9949,298.44748,240.4075,0.0,0
17.2,69,49,33.262,-81.623,-3.04565,0.21449,22.00812,59.9246,73.69179,1008.26978,10.04761,1.68628,442.22971,13.64865,0.0,0
17.2,22,40,33.253,-81.67,-6.34698,2.22348,22.09086,53.93456,57.35232,1008.56921,9.08776,1.17233,331.89505,24.91721,7.23e-11,1
15.5,16,44,33.257,-81.676,-4.67105,1.25564,20.34055,68.41613,93.00752,1010.47003,10.30634,1.23541,188.73058,-11.2208,1.17e-11,1
16.5,14,40,33.253,-81.678,-5.84205,1.06491,21.1242,60.19103,-45.84661,1009.43732,9.53693,0.91825,206.54407,-15.33512,3.28e-11,1
15.9,8,14,33.227,-81.684,-5.91807,2.8102,20.55373,63.85579,-85.33236,1010.68787,9.74753,1.39171,197.69345,80.79414,0.0,0
13.9,40,13,33.226,-81.652,-6.22506,1.91781,18.63208,76.60491,-2.41642,1009.61261,10.36113,2.04328,366.05487,3.09071,0.0,0
14.9,21,40,33.253,-81.671,-5.99805,3.39869,19.49042,70.66244,82.66462,1009.83801,10.09266,1.1283,294.46899,5.78434,1.35e-10,1
12.9,31,41,33.254,-81.661,-5.74786,2.26598,17.52129,84.01615,-5.31012,1009.44983,10.58364,1.02806,92.02074,0.08166,5.99e-10,1
18.0,44,27,33.24,-81.648,-3.49574,3.70445,22.73164,48.56842,20.52277,1007.59363,8.52574,1.21185,523.96619,-24.80624,0.0,0
